year	tournament	start_date	end_date	location	court_surface	prize_money	currency	masters	tournament_id
2017	australian-open	1/16/2017	1/29/2017	Australia	Hard	22624000	A$	2000	6022
2017	montpellier	2/6/2017	2/12/2017	France	Hard	482060	€	250	6023
2017	quito	2/6/2017	2/12/2017	Ecuador	Clay	482060	$	250	6024
2017	dubai	2/27/2017	3/4/2017	UAE	Hard	2429150	$	500	6025
2017	acapulco	2/27/2017	3/4/2017	Mexico	Hard	1491310	$	500	6026
2017	sao-paulo	2/27/2017	3/6/2017	Brazil	Clay	455565	$	250	6027
2016	marrakech	4/4/2016	4/10/2016	Morocco	Clay	463520	€	250	6028
2017	indian-wells	3/9/2017	3/19/2017	USA	Hard	6993450	$	1000	6029
2016	monte-carlo	4/10/2016	4/17/2016	Monaco	Clay	3748925	€	1000	6030
2016	roland-garros	5/22/2016	6/5/2016	France	Clay	16008750	€	2000	6031
2016	stuttgart	6/6/2016	6/13/2016	Germany	Grass	606525	€	250	6032
2016	s-hertogenbosch	6/6/2016	6/13/2016	Netherlands	Grass	566525	€	250	6033
2016	halle	6/13/2016	6/19/2016	Germany	Grass	1700610	€	500	6034
1988	guangzhou_challenger	11/9/1988	11/13/1988	China	Hard	25000	$	100	6035
2014	romania-f12-futures_itf_procircuit0	8/18/2014	8/24/2014	ROU	Clay			25	6036
1991	agadir_challenger	3/11/1991	3/24/1991	Morocco	Clay			100	6037
1990	bangkok_challenger	5/14/1990	5/20/1990	Thailand	Hard	25000	$	100	6038
1991	san-luis-potosi_challenger	3/25/1991	3/31/1991	Mexico	Clay	100000	$	100	6039
1989	geneva_challenger	7/31/1989	8/6/1989	Switzerland	Hard	25000	$	100	6040
1991	marseille_challenger	3/25/1991	3/31/1991	France	Clay	50000	$	100	6041
2012	messika-open-2012_itf_juniors1	11/12/2012	11/17/2012	ISR	Hard			0	6042
2012	evert-american-itf_itf_juniors0	11/12/2012	11/18/2012	USA	Hard			0	6043
2012	evert-american-itf_itf_juniors1	11/12/2012	11/18/2012	USA	Hard			0	6044
2012	46th-brunei-itf-junior-circuit_itf_juniors0	11/13/2012	11/18/2012	BRU	Hard			0	6045
2012	46th-brunei-itf-junior-circuit_itf_juniors1	11/13/2012	11/18/2012	BRU	Hard			0	6046
1993	pakistan-masters_itf_procircuit3	11/27/1993	12/22/1993	PAK	Hard			25	6047
2012	guwahati-itf-junior-tournament_itf_juniors0	11/19/2012	11/23/2012	IND	Hard			0	6048
2012	guwahati-itf-junior-tournament_itf_juniors1	11/19/2012	11/23/2012	IND	Hard			0	6049
2012	itf-east-african-circuit-1_itf_juniors0	11/19/2012	11/24/2012	KEN	Hard			0	6050
2012	itf-east-african-circuit-1_itf_juniors1	11/19/2012	11/24/2012	KEN	Hard			0	6051
1993	pakistan-masters_itf_procircuit0	11/27/1993	12/22/1993	PAK	Hard			25	6052
2012	bangladesh-international-junior-tennis-tournament-2012_itf_juniors0	11/19/2012	11/24/2012	BAN	Hard			0	6053
2012	bangladesh-international-junior-tennis-tournament-2012_itf_juniors1	11/19/2012	11/24/2012	BAN	Hard			0	6054
1993	pakistan-masters_itf_procircuit1	11/27/1993	12/22/1993	PAK	Hard			25	6055
2012	xxvi-yucatan-cup_itf_juniors0	11/19/2012	11/24/2012	MEX	Hard			0	6056
1993	pakistan-masters_itf_procircuit2	11/27/1993	12/22/1993	PAK	Hard			25	6057
2012	xxvi-yucatan-cup_itf_juniors1	11/19/2012	11/24/2012	MEX	Hard			0	6058
2012	gogo-open_itf_juniors0	11/19/2012	11/24/2012	ECU	Hard			0	6059
2012	gogo-open_itf_juniors1	11/19/2012	11/24/2012	ECU	Hard			0	6060
2012	itf-junior-tournament-3-kiryat-shmona_itf_juniors0	11/19/2012	11/25/2012	ISR	Hard			0	6061
2012	itf-junior-tournament-3-kiryat-shmona_itf_juniors1	11/19/2012	11/25/2012	ISR	Hard			0	6062
2012	phinma-international-juniors-(week-1)_itf_juniors0	11/20/2012	11/25/2012	PHI	Hard			0	6063
1994	india-masters_itf_procircuit3	12/25/1994	1/23/1994	IND	Grass			25	6064
1994	india-masters_itf_procircuit0	12/25/1994	1/23/1994	IND	Grass			25	6065
1994	india-masters_itf_procircuit1	12/25/1994	1/23/1994	IND	Grass			25	6066
1999	croatia-1-masters_itf_procircuit0	3/6/1999	4/4/1999	CRO	Clay			25	6067
1999	croatia-1-masters_itf_procircuit1	3/6/1999	4/4/1999	CRO	Clay			25	6068
1999	croatia-1-masters_itf_procircuit2	3/6/1999	4/4/1999	CRO	Clay			25	6069
1994	portugal-1-masters_itf_procircuit2	1/14/1994	2/13/1994	POR	Clay			25	6070
1994	portugal-1-masters_itf_procircuit3	1/14/1994	2/13/1994	POR	Clay			25	6071
1994	india-masters_itf_procircuit2	12/25/1994	1/23/1994	IND	Grass			25	6072
1999	croatia-1-masters_itf_procircuit3	3/6/1999	4/4/1999	CRO	Clay			25	6073
1994	portugal-1-masters_itf_procircuit0	1/14/1994	2/13/1994	POR	Clay			25	6074
2005	italy-f18-futures_itf_procircuit0	6/20/2005	6/26/2005	ITA	Clay			25	6075
2012	vietnam-f1-futures_itf_procircuit0	4/2/2012	4/8/2012	VIE	Hard			25	6076
2005	japan-f7-futures_itf_procircuit0	6/20/2005	6/26/2005	JPN	Clay			25	6077
1999	greece-1-masters_itf_procircuit2	3/6/1999	4/4/1999	GRE	Hard			25	6078
2005	italy-f19-futures_itf_procircuit0	6/27/2005	7/3/2005	ITA	Clay			25	6079
2014	serbia-f10-futures_itf_procircuit0	8/18/2014	8/24/2014	SRB	Clay			25	6080
2012	china-f5-futures_itf_procircuit0	4/9/2012	4/15/2012	CHN	Hard			25	6081
2005	japan-f8-futures_itf_procircuit0	6/27/2005	7/3/2005	JPN	Hard			25	6082
2012	chinese-taipei-f1-futures_itf_procircuit0	4/9/2012	4/15/2012	TPE	Hard			25	6083
1989	kuala-lumpur_challenger	7/31/1989	8/6/1989	Malaysia	Hard	25000	$	100	6084
2014	spain-f23-futures_itf_procircuit0	8/18/2014	8/24/2014	ESP	Clay			25	6085
1991	zaragoza_challenger	4/1/1991	4/7/1991	Spain	Hard	50000	$	100	6086
1988	brasilia_challenger	11/14/1988	11/20/1988	Brazil	Hard	75000	$	100	6087
1990	furth_challenger	5/28/1990	6/10/1990	Germany	Clay	50000	$	100	6088
1989	lins_challenger	7/31/1989	8/6/1989	Brazil	Carpet	25000	$	100	6089
2012	phinma-international-juniors-(week-1)_itf_juniors1	11/20/2012	11/25/2012	PHI	Hard			0	6090
1999	greece-1-masters_itf_procircuit3	3/6/1999	4/4/1999	GRE	Hard			25	6091
1999	greece-1-masters_itf_procircuit0	3/6/1999	4/4/1999	GRE	Hard			25	6092
1994	egypt-1-masters_itf_procircuit2	1/15/1994	2/13/1994	EGY	Clay			25	6093
1994	egypt-1-masters_itf_procircuit3	1/15/1994	2/13/1994	EGY	Clay			25	6094
1994	egypt-1-masters_itf_procircuit0	1/15/1994	2/13/1994	EGY	Clay			25	6095
1994	egypt-1-masters_itf_procircuit1	1/15/1994	2/13/1994	EGY	Clay			25	6096
1999	greece-1-masters_itf_procircuit1	3/6/1999	4/4/1999	GRE	Hard			25	6097
1994	morocco-masters_itf_procircuit3	3/26/1994	4/23/1994	MAR	Clay			25	6098
1994	morocco-masters_itf_procircuit0	3/26/1994	4/23/1994	MAR	Clay			25	6099
2005	romania-f9-futures_itf_procircuit0	6/27/2005	7/3/2005	ROU	Clay			25	6100
1994	portugal-1-masters_itf_procircuit1	1/14/1994	2/13/1994	POR	Clay			25	6101
1999	usa-1-masters_itf_procircuit0	3/26/1999	4/25/1999	USA	Hard			25	6102
2012	goombay-splash-bowl_itf_juniors0	11/26/2012	12/1/2012	BAH	Hard			0	6103
2012	goombay-splash-bowl_itf_juniors1	11/26/2012	12/1/2012	BAH	Hard			0	6104
1999	usa-1-masters_itf_procircuit1	3/26/1999	4/25/1999	USA	Hard			25	6105
1999	usa-1-masters_itf_procircuit2	3/26/1999	4/25/1999	USA	Hard			25	6106
2012	itf-juniors_itf_juniors0	11/26/2012	12/1/2012	IND	Hard			0	6107
1999	usa-1-masters_itf_procircuit3	3/26/1999	4/25/1999	USA	Hard			25	6108
2012	itf-juniors_itf_juniors1	11/26/2012	12/1/2012	IND	Hard			0	6109
2012	itf-east-african-circuit-2_itf_juniors0	11/26/2012	12/1/2012	KEN	Hard			0	6110
1999	france-f3-futures_itf_procircuit0	3/29/1999	4/4/1999	FRA	Carpet			25	6111
1999	france-f4-futures_itf_procircuit0	4/5/1999	4/11/1999	FRA	Carpet			25	6112
2005	usa-f15-futures_itf_procircuit0	6/27/2005	7/3/2005	USA	Clay			25	6113
1999	new-zealand-f1-futures_itf_procircuit0	4/7/1999	4/11/1999	NZL	Hard			25	6114
2012	france-f7-futures_itf_procircuit0	4/9/2012	4/15/2012	FRA	Clay			25	6115
1994	central-america-masters_itf_procircuit3	1/29/1994	2/27/1994	ESA	Hard			25	6116
1994	central-america-masters_itf_procircuit0	1/29/1994	2/27/1994	ESA	Hard			25	6117
1994	central-america-masters_itf_procircuit1	1/29/1994	2/27/1994	ESA	Hard			25	6118
1994	central-america-masters_itf_procircuit2	1/29/1994	2/27/1994	ESA	Hard			25	6119
2005	france-f10-futures_itf_procircuit0	7/4/2005	7/10/2005	FRA	Clay			25	6120
2001	yugoslavia_itf_procircuit3	8/13/2001	9/9/2001	YUG	Clay			25	6121
2001	yugoslavia_itf_procircuit0	8/13/2001	9/9/2001	YUG	Clay			25	6122
2001	yugoslavia_itf_procircuit1	8/13/2001	9/9/2001	YUG	Clay			25	6123
2001	yugoslavia_itf_procircuit2	8/13/2001	9/9/2001	YUG	Clay			25	6124
2012	mexico-f4-futures_itf_procircuit0	4/23/2012	4/29/2012	MEX	Hard			25	6125
1991	rio-de-janeiro_challenger	4/1/1991	4/7/1991	Brazil	Hard			100	6126
2005	spain-f15-futures_itf_procircuit0	7/11/2005	7/17/2005	ESP	Clay			25	6127
2014	switzerland-f4-futures_itf_procircuit0	8/18/2014	8/24/2014	SUI	Clay			25	6128
2005	austria-f5-futures_itf_procircuit0	7/11/2005	7/17/2005	AUT	Clay			25	6129
2012	spain-f9-futures_itf_procircuit0	4/23/2012	4/29/2012	ESP	Clay			25	6130
2012	turkey-f16-futures_itf_procircuit0	4/23/2012	4/29/2012	TUR	Hard			25	6131
2005	germany-f7-futures_itf_procircuit0	7/4/2005	7/10/2005	Germany	Clay			25	6132
2014	turkey-f28-futures_itf_procircuit0	8/18/2014	8/24/2014	TUR	Hard			25	6133
1991	mangaratiba_challenger	4/8/1991	4/14/1991	Brazil	Hard	50000	$	100	6134
2014	chinese-taipei-f2-futures_itf_procircuit0	8/25/2014	8/31/2014	TPE	Hard			25	6135
1991	parioli_challenger	4/8/1991	4/14/1991	Italy	Clay	50000	$	100	6136
1990	montabaur_challenger	6/4/1990	6/10/1990	Germany	Clay	75000	$	100	6137
1989	seattle_challenger	7/31/1989	8/6/1989	USA	Hard	25000	$	100	6138
1990	turin_challenger	6/25/1990	7/8/1990	Italy	Clay	50000	$	100	6139
2012	itf-east-african-circuit-2_itf_juniors1	11/26/2012	12/1/2012	KEN	Hard			0	6140
2012	eddie-herr-international-junior-tennis-championships_itf_juniors0	11/26/2012	12/2/2012	USA	Clay			0	6141
2012	eddie-herr-international-junior-tennis-championships_itf_juniors1	11/26/2012	12/2/2012	USA	Clay			0	6142
2012	phinma-international-juniors-(week-2)_itf_juniors0	11/27/2012	12/2/2012	PHI	Hard			0	6143
2001	italy-4_itf_procircuit2	8/20/2001	9/16/2001	ITA	Clay			25	6144
2012	phinma-international-juniors-(week-2)_itf_juniors1	11/27/2012	12/2/2012	PHI	Hard			0	6145
2001	italy-4_itf_procircuit3	8/20/2001	9/16/2001	ITA	Clay			25	6146
2012	el-ceibo-cup-2012_itf_juniors0	11/27/2012	12/2/2012	ARG	Clay			0	6147
2012	el-ceibo-cup-2012_itf_juniors1	11/27/2012	12/2/2012	ARG	Clay			0	6148
2001	italy-4_itf_procircuit0	8/20/2001	9/16/2001	ITA	Clay			25	6149
2012	itf---cci-open-junior-tennis-championships_itf_juniors0	12/3/2012	12/8/2012	IND	Hard			0	6150
2001	italy-4_itf_procircuit1	8/20/2001	9/16/2001	ITA	Clay			25	6151
2012	itf---cci-open-junior-tennis-championships_itf_juniors1	12/3/2012	12/8/2012	IND	Hard			0	6152
2012	copa-cantegril_itf_juniors0	12/3/2012	12/8/2012	URU	Clay			0	6153
2012	copa-cantegril_itf_juniors1	12/3/2012	12/8/2012	URU	Clay			0	6154
2012	macau-itf-junior-championship_itf_juniors0	12/3/2012	12/8/2012	MAC	Hard			0	6155
2012	macau-itf-junior-championship_itf_juniors1	12/3/2012	12/8/2012	MAC	Hard			0	6156
2012	itf-east-african-circuit-3_itf_juniors0	12/3/2012	12/8/2012	KEN	Hard			0	6157
2012	itf-east-african-circuit-3_itf_juniors1	12/3/2012	12/8/2012	KEN	Hard			0	6158
2012	orange-bowl-international-tennis-championship_itf_juniors0	12/3/2012	12/9/2012	USA	Clay			0	6159
2012	orange-bowl-international-tennis-championship_itf_juniors1	12/3/2012	12/9/2012	USA	Clay			0	6160
1999	uzbekistan-f1-futures_itf_procircuit0	4/12/1999	4/17/1999	UZB	Hard			25	6161
2012	junior-zagreb-cup_itf_juniors0	12/4/2012	12/8/2012	CRO	Hard			0	6162
2012	junior-zagreb-cup_itf_juniors1	12/4/2012	12/8/2012	CRO	Hard			0	6163
1994	spain-2-masters_itf_procircuit2	3/4/1994	4/3/1994	ESP	Clay			25	6164
1994	spain-2-masters_itf_procircuit3	3/4/1994	4/3/1994	ESP	Clay			25	6165
1994	spain-2-masters_itf_procircuit0	3/4/1994	4/3/1994	ESP	Clay			25	6166
1999	france-f5-futures_itf_procircuit0	4/12/1999	4/18/1999	FRA	Clay			25	6167
1999	italy-f3-futures_itf_procircuit0	4/12/1999	4/19/1999	ITA	Clay			25	6168
1994	france-1-masters_itf_procircuit3	3/5/1994	4/2/1994	FRA	Carpet			25	6169
1994	france-1-masters_itf_procircuit0	3/5/1994	4/2/1994	FRA	Carpet			25	6170
1994	france-1-masters_itf_procircuit1	3/5/1994	4/2/1994	FRA	Carpet			25	6171
1988	valkenswaard_challenger	11/14/1988	11/20/1988	Netherlands	Carpet	75000	$	100	6172
1999	new-zealand-f2-futures_itf_procircuit0	4/14/1999	4/18/1999	NZL	Hard			25	6173
1994	usa-1-masters_itf_procircuit1	3/18/1994	4/17/1994	USA	Clay			25	6174
1994	usa-1-masters_itf_procircuit2	3/18/1994	4/17/1994	USA	Clay			25	6175
2001	egypt-2_itf_procircuit2	8/27/2001	9/21/2001	EGY	Clay			25	6176
1999	uzbekistan-f2-futures_itf_procircuit0	4/19/1999	4/24/1999	UZB	Hard			25	6177
2001	egypt-2_itf_procircuit3	8/27/2001	9/21/2001	EGY	Clay			25	6178
2001	egypt-2_itf_procircuit0	8/27/2001	9/21/2001	EGY	Clay			25	6179
1999	argentina-f1-futures_itf_procircuit0	4/19/1999	4/26/1999	ARG	Clay			25	6180
2001	egypt-2_itf_procircuit1	8/27/2001	9/21/2001	EGY	Clay			25	6181
2005	great-britain-f9-futures_itf_procircuit0	7/11/2005	7/17/2005	GBR	Grass			25	6182
2018	copernicus-bowl_itf_juniors0	8/8/2018	8/12/2018	POL	Clay			0	6183
2005	italy-f21-futures_itf_procircuit0	7/11/2005	7/17/2005	ITA	Clay			25	6184
2005	romania-f11-futures_itf_procircuit0	7/11/2005	7/17/2005	ROU	Clay			25	6185
2005	germany-f8-futures_itf_procircuit0	7/11/2005	7/17/2005	Germany	Clay			25	6186
2005	usa-f17-futures_itf_procircuit0	7/11/2005	7/17/2005	USA	Clay			25	6187
2005	china-f4-futures_itf_procircuit0	7/18/2005	7/24/2005	CHN	Hard			25	6188
2014	colombia-f4-futures_itf_procircuit0	8/25/2014	8/31/2014	COL	Clay			25	6189
1991	mexico-city_challenger	4/15/1991	4/21/1991	Mexico	Clay	100000	$	100	6190
2014	ecuador-f4-futures_itf_procircuit0	8/25/2014	8/31/2014	ECU	Clay			25	6191
1989	pescara_challenger	8/7/1989	8/13/1989	Italy	Hard	75000	$	100	6192
2014	gabon-f2-futures_itf_procircuit0	8/25/2014	8/31/2014	GAB	Hard			25	6193
1988	mexico-city_challenger	11/14/1988	11/20/1988	Mexico	Clay	25000	$	100	6194
1990	clermont-ferrand_challenger	6/25/1990	7/8/1990	France	Clay			100	6195
1990	la-grande-mott_challenger	7/2/1990	7/8/1990	France	Carpet	100000	$	100	6196
1990	salou_challenger	7/2/1990	7/8/1990	Spain	Clay	75000	$	100	6197
2018	copernicus-bowl_itf_juniors1	8/8/2018	8/12/2018	POL	Clay			0	6198
2018	kim-clijsters-trophy-2018_itf_juniors0	8/7/2018	8/12/2018	BEL	Clay			0	6199
2018	kim-clijsters-trophy-2018_itf_juniors1	8/7/2018	8/12/2018	BEL	Clay			0	6200
1994	usa-1-masters_itf_procircuit3	3/18/1994	4/17/1994	USA	Clay			25	6201
2012	copa-guga-kuerten_itf_juniors1	10/15/2012	10/21/2012	BRA	Clay			0	6202
1994	usa-1-masters_itf_procircuit0	3/18/1994	4/17/1994	USA	Clay			25	6203
2016	china-junior-5-chengdu_itf_juniors1	3/22/2016	3/27/2016	CHN	Hard			0	6204
2012	hrt-autumn-cup_itf_juniors0	10/16/2012	10/20/2012	DEN	Hard			0	6205
1988	strasbourg_challenger	11/14/1988	11/20/1988	France	Clay	25000	$	100	6206
2012	hrt-autumn-cup_itf_juniors1	10/16/2012	10/20/2012	DEN	Hard			0	6207
2016	27th-sarawak-chief-minister's-cup-(i)-itf-junior-tennis-championship-(grade-1)_itf_juniors0	3/22/2016	3/27/2016	MAS	Hard			0	6208
2012	dunlop-japan-open-junior-championships_itf_juniors0	10/16/2012	10/21/2012	JPN	Carpet			0	6209
1999	italy-f4-futures_itf_procircuit0	4/20/1999	4/25/1999	ITA	Clay			25	6210
2016	27th-sarawak-chief-minister's-cup-(i)-itf-junior-tennis-championship-(grade-1)_itf_juniors1	3/22/2016	3/27/2016	MAS	Hard			0	6211
2012	dunlop-japan-open-junior-championships_itf_juniors1	10/16/2012	10/21/2012	JPN	Carpet			0	6212
2012	jakarta-international-junior-tennis-championships_itf_juniors0	10/16/2012	10/21/2012	INA	Hard			0	6213
2016	41st-city-of-florence_itf_juniors0	3/22/2016	3/28/2016	ITA	Clay			0	6214
1994	morocco-masters_itf_procircuit1	3/26/1994	4/23/1994	MAR	Clay			25	6215
2012	jakarta-international-junior-tennis-championships_itf_juniors1	10/16/2012	10/21/2012	INA	Hard			0	6216
1994	morocco-masters_itf_procircuit2	3/26/1994	4/23/1994	MAR	Clay			25	6217
2012	minsk-cup_itf_juniors0	12/4/2012	12/9/2012	BLR	Hard			0	6218
2012	minsk-cup_itf_juniors1	12/4/2012	12/9/2012	BLR	Hard			0	6219
2012	abierto-juvenil-mexicano_itf_juniors0	12/23/2012	12/29/2012	MEX	Clay			0	6220
1999	great-britain-f4-futures_itf_procircuit0	4/21/1999	4/25/1999	GBR	Clay			25	6221
2001	switzerland-2_itf_procircuit2	8/27/2001	9/23/2001	SUI	Clay			25	6222
1999	indonesia-f1-futures_itf_procircuit0	4/21/1999	4/25/1999	INA	Hard			25	6223
1994	malaysia-1-masters_itf_procircuit3	3/27/1994	4/23/1994	MAS	Hard			25	6224
1994	malaysia-1-masters_itf_procircuit0	3/27/1994	4/23/1994	MAS	Hard			25	6225
1994	malaysia-1-masters_itf_procircuit1	3/27/1994	4/23/1994	MAS	Hard			25	6226
2001	switzerland-2_itf_procircuit3	8/27/2001	9/23/2001	SUI	Clay			25	6227
2001	switzerland-2_itf_procircuit0	8/27/2001	9/23/2001	SUI	Clay			25	6228
1999	new-zealand-f3-futures_itf_procircuit0	4/21/1999	4/25/1999	NZL	Hard			25	6229
2001	switzerland-2_itf_procircuit1	8/27/2001	9/23/2001	SUI	Clay			25	6230
2005	austria-f6-futures_itf_procircuit0	7/18/2005	7/24/2005	AUT	Clay			25	6231
2001	korea-rep.-f3-futures_itf_procircuit0	8/27/2001	9/2/2001	KOR	Clay			25	6232
2001	netherlands-f2-futures_itf_procircuit0	8/27/2001	9/2/2001	NED	Clay			25	6233
2005	italy-f22-futures_itf_procircuit0	7/18/2005	7/24/2005	ITA	Clay			25	6234
2001	spain-f8-futures_itf_procircuit0	8/27/2001	9/1/2001	ESP	Clay			25	6235
2014	italy-f29-futures_itf_procircuit0	8/25/2014	8/31/2014	ITA	Hard			25	6236
2001	mexico-f6-futures_itf_procircuit0	8/27/2001	9/2/2001	MEX	Clay			25	6237
2005	romania-f12-futures_itf_procircuit0	7/18/2005	7/24/2005	ROU	Clay			25	6238
2008	usa-f26-futures_itf_procircuit0	10/13/2008	10/19/2008	USA	Hard			25	6239
2005	spain-f16-futures_itf_procircuit0	7/18/2005	7/24/2005	ESP	Clay			25	6240
2005	usa-f18-futures_itf_procircuit0	7/18/2005	7/24/2005	USA	Hard			25	6241
2008	26-head-cup-bruchkoebeler_itf_juniors1	7/1/2008	7/6/2008	Germany	Clay			0	6242
2014	netherlands-f6-futures_itf_procircuit0	8/25/2014	8/31/2014	NED	Clay			25	6243
1989	knokke_challenger	8/7/1989	8/13/1989	Belgium	Clay	25000	$	100	6244
2014	poland-f6-futures_itf_procircuit0	8/25/2014	8/31/2014	POL	Clay			25	6245
1991	oporto_challenger	4/15/1991	4/21/1991	Portugal	Clay	100000	$	100	6246
2014	romania-f13-futures_itf_procircuit0	8/25/2014	8/31/2014	ROU	Clay			25	6247
2015	metz	9/21/2015	9/27/2015	France	Hard	439405	€	250	6248
2015	kuala-lumpur	9/28/2015	10/4/2015	Malaysia	Hard	937835	$	250	6249
2015	shenzhen	9/28/2015	10/4/2015	China	Hard	607940	$	250	6250
1990	dublin_challenger	7/9/1990	7/15/1990	Ireland	Carpet	50000	$	100	6251
2018	miami	3/21/2018	4/1/2018	USA	Hard	7972535	$	1000	6252
2018	houston	4/9/2018	4/15/2018	USA	Clay	557050	$	250	6253
2018	marrakech	4/9/2018	4/15/2018	Morocco	Clay	501345	€	250	6254
2017	estoril	5/1/2017	5/7/2017	Portugal	Clay	482060	€	250	6255
2017	munich	5/1/2017	5/7/2017	Germany	Clay	482060	€	250	6256
2017	istanbul	5/1/2017	5/7/2017	Turkey	Clay	439005	€	250	6257
2017	madrid	5/7/2017	5/14/2017	Spain	Clay	5439350	€	1000	6258
2017	rome	5/14/2017	5/21/2017	Italy	Clay	4273775	€	1000	6259
2017	geneva	5/21/2017	5/27/2017	Switzerland	Clay	482060	€	250	6260
2017	lyon	5/21/2017	5/27/2017	France	Clay	482060	€	250	6261
2017	roland-garros	5/28/2017	6/11/2017	France	Clay	16790000	€	2000	6262
2016	toronto	7/25/2016	7/31/2016	Canada	Hard	4089740	$	1000	6263
2016	atlanta	8/1/2016	8/7/2016	USA	Hard	618030	$	250	6264
2016	rio-de-janeiro	8/4/2016	8/14/2016	Brazil	Hard				6265
2016	los-cabos	8/8/2016	8/13/2016	Mexico	Hard	721030	$	250	6266
2016	cincinnati	8/14/2016	8/21/2016	USA	Hard	4362385	$	1000	6267
2016	winston-salem	8/21/2016	8/27/2016	USA	Hard	639255	$	250	6268
2016	us-open	8/29/2016	9/11/2016	USA	Hard	21862744	$	2000	6269
1989	new-haven_challenger	8/7/1989	8/13/1989	USA	Hard	25000	$	100	6270
1989	sao-paulo_challenger	8/7/1989	8/13/1989	Brazil	Clay	25000	$	100	6271
1991	lisbon_challenger	4/22/1991	4/28/1991	Portugal	Clay	100000	$	100	6272
1989	jakarta_challenger	8/9/1989	8/13/1989	Indonesia	Grass	25000	$	100	6273
1991	birmingham_challenger	4/22/1991	4/28/1991	USA	Clay	50000	$	100	6274
2012	abierto-juvenil-mexicano_itf_juniors1	12/23/2012	12/29/2012	MEX	Clay			0	6275
2005	lebanon-f1-futures_itf_procircuit0	7/25/2005	7/31/2005	LBN	Clay			25	6276
2013	copa-del-cafe-2013_itf_juniors0	12/31/2013	1/6/2013	CRC	Hard			0	6277
2013	copa-del-cafe-2013_itf_juniors1	12/31/2013	1/6/2013	CRC	Hard			0	6278
2001	peru-f1-futures_itf_procircuit0	8/27/2001	9/2/2001	PER	Clay			25	6279
2013	china-junior-1-shenzhen_itf_juniors0	1/1/2013	1/6/2013	CHN	Hard			0	6280
2013	china-junior-1-shenzhen_itf_juniors1	1/1/2013	1/6/2013	CHN	Hard			0	6281
2013	salk-open_itf_juniors0	1/2/2013	1/6/2013	SWE	Hard			0	6282
1999	croatia-2-masters_itf_procircuit0	4/3/1999	5/2/1999	CRO	Clay			25	6283
2013	salk-open_itf_juniors1	1/2/2013	1/6/2013	SWE	Hard			0	6284
1999	croatia-2-masters_itf_procircuit1	4/3/1999	5/2/1999	CRO	Clay			25	6285
2013	belgrade-open-2013_itf_juniors0	1/2/2013	1/6/2013	SRB	Clay			0	6286
1999	croatia-2-masters_itf_procircuit2	4/3/1999	5/2/1999	CRO	Clay			25	6287
2013	belgrade-open-2013_itf_juniors1	1/2/2013	1/6/2013	SRB	Clay			0	6288
1999	croatia-2-masters_itf_procircuit3	4/3/1999	5/2/1999	CRO	Clay			25	6289
2013	india-itf-junior-1---chandigarh_itf_juniors0	1/7/2013	1/12/2013	IND	Hard			0	6290
2013	india-itf-junior-1---chandigarh_itf_juniors1	1/7/2013	1/12/2013	IND	Hard			0	6291
2013	copa-gatorade-2013_itf_juniors0	1/7/2013	1/13/2013	VEN	Hard			0	6292
2013	copa-gatorade-2013_itf_juniors1	1/7/2013	1/13/2013	VEN	Hard			0	6293
2013	the-20th-slovak-junior-open-2013_itf_juniors0	1/7/2013	1/13/2013	SVK	Carpet			0	6294
2013	the-20th-slovak-junior-open-2013_itf_juniors1	1/7/2013	1/13/2013	SVK	Carpet			0	6295
2001	poland-f2-futures_itf_procircuit0	8/27/2001	9/2/2001	POL	Clay			25	6296
1989	brasilia_challenger	8/14/1989	8/20/1989	Brazil	Carpet	75000	$	100	6297
