year	tournament	start_date	end_date	location	court_surface	prize_money	currency	masters	tournament_id
2014	italy-f28-futures_itf_procircuit0	8/18/2014	8/24/2014	ITA	Clay			25	5740
2005	czech-rep.-f3-futures_itf_procircuit0	5/30/2005	6/5/2005	CZE	Clay			25	5741
2012	israel-f4-futures_itf_procircuit0	3/12/2012	3/18/2012	ISR	Hard			25	5742
2005	italy-f15-futures_itf_procircuit0	5/30/2005	6/5/2005	ITA	Clay			25	5743
2012	japan-f1-futures_itf_procircuit0	3/12/2012	3/18/2012	JPN	Hard			25	5744
1988	coquitlam_challenger	10/3/1988	10/9/1988	Canada	Hard	25000	$	100	5745
2012	portugal-f3-futures_itf_procircuit0	3/12/2012	3/18/2012	POR	Hard			25	5746
2014	netherlands-f5-futures_itf_procircuit0	8/18/2014	8/24/2014	NED	Clay			25	5747
2012	spain-f6-futures_itf_procircuit0	3/12/2012	3/18/2012	ESP	Clay			25	5748
1989	hanko_challenger	7/17/1989	7/23/1989	Finland	Clay	50000	$	100	5749
2014	poland-f5-futures_itf_procircuit0	8/18/2014	8/24/2014	POL	Clay			25	5750
1990	oporto_challenger	4/16/1990	4/22/1990	Portugal	Clay	100000	$	100	5751
2014	russia-f8-futures_itf_procircuit0	8/18/2014	8/24/2014	RUS	Clay			25	5752
1991	jakarta_challenger	2/4/1991	2/10/1991	Indonesia	Grass	75000	$	100	5753
1988	las-vegas_challenger	10/10/1988	10/16/1988	USA	Hard	25000	$	100	5754
1989	chicoutimi_challenger	7/17/1989	7/23/1989	Canada	Hard	25000	$	100	5755
1991	lagos_challenger	2/4/1991	2/10/1991	Nigeria	Hard	75000	$	100	5756
2012	itf/cat-international-junior-championship_itf_juniors0	10/9/2012	10/13/2012	EGY	Clay			0	5757
2016	1st-qatar-itf-junior-open-2016_itf_juniors0	3/21/2016	3/26/2016	QAT	Hard			0	5758
2012	itf/cat-international-junior-championship_itf_juniors1	10/9/2012	10/13/2012	EGY	Clay			0	5759
2009	swiss-junior-trophy_itf_juniors1	7/20/2009	7/26/2009	SUI	Clay			0	5760
2016	1st-qatar-itf-junior-open-2016_itf_juniors1	3/21/2016	3/26/2016	QAT	Hard			0	5761
2012	new-south-wales-junior-international_itf_juniors0	10/9/2012	10/14/2012	AUS	Hard			0	5762
2012	new-south-wales-junior-international_itf_juniors1	10/9/2012	10/14/2012	AUS	Hard			0	5763
1993	central-africa-masters_itf_procircuit2	10/3/1993	10/30/1993	ZIM	Hard			25	5764
2016	newport-beach-bowl_itf_juniors0	3/21/2016	3/26/2016	USA	Hard			0	5765
2012	mian-chang-cup-international-junior-championships-2012_itf_juniors0	10/9/2012	10/14/2012	TPE	Hard			0	5766
1993	central-africa-masters_itf_procircuit3	10/3/1993	10/30/1993	ZIM	Hard			25	5767
2009	safina-cup_itf_juniors0	7/22/2009	7/26/2009	CZE	Clay			0	5768
1993	central-africa-masters_itf_procircuit0	10/3/1993	10/30/1993	ZIM	Hard			25	5769
2012	mian-chang-cup-international-junior-championships-2012_itf_juniors1	10/9/2012	10/14/2012	TPE	Hard			0	5770
1993	central-africa-masters_itf_procircuit1	10/3/1993	10/30/1993	ZIM	Hard			25	5771
2012	5th-kuwait-itf-juniors-championship_itf_juniors0	10/29/2012	11/3/2012	KUW	Hard			0	5772
2009	safina-cup_itf_juniors1	7/22/2009	7/26/2009	CZE	Clay			0	5773
2012	itf-south-/-central-african-junior-circuit-u18_itf_juniors0	10/29/2012	11/3/2012	NAM	Hard			0	5774
2012	itf-south-/-central-african-junior-circuit-u18_itf_juniors1	10/29/2012	11/3/2012	NAM	Hard			0	5775
2012	atlanta-itf_itf_juniors0	10/29/2012	11/4/2012	USA	Hard			0	5776
2009	rushbrooke-itf_itf_juniors0	7/27/2009	7/31/2009	IRL	Carpet			0	5777
2012	atlanta-itf_itf_juniors1	10/29/2012	11/4/2012	USA	Hard			0	5778
2012	yonex-ltat-itf-juniors-grade-4_itf_juniors0	10/29/2012	11/4/2012	THA	Hard			0	5779
2009	rushbrooke-itf_itf_juniors1	7/27/2009	7/31/2009	IRL	Carpet			0	5780
2012	yonex-ltat-itf-juniors-grade-4_itf_juniors1	10/29/2012	11/4/2012	THA	Hard			0	5781
2009	amman-itf-junior-circuit-2_itf_juniors0	7/27/2009	7/31/2009	JOR	Hard			0	5782
2012	tats-open_itf_juniors0	10/30/2012	11/3/2012	FIN	Carpet			0	5783
2009	amman-itf-junior-circuit-2_itf_juniors1	7/27/2009	7/31/2009	JOR	Hard			0	5784
2012	tats-open_itf_juniors1	10/30/2012	11/3/2012	FIN	Carpet			0	5785
1999	italy-1-masters_itf_procircuit0	2/13/1999	3/14/1999	ITA	Clay			25	5786
2012	lee-duk-hee-cup-chuncheon-international-junior-tennis-championships_itf_juniors0	10/30/2012	11/4/2012	KOR	Hard			0	5787
1999	italy-1-masters_itf_procircuit1	2/13/1999	3/14/1999	ITA	Clay			25	5788
1999	italy-1-masters_itf_procircuit2	2/13/1999	3/14/1999	ITA	Clay			25	5789
1999	italy-1-masters_itf_procircuit3	2/13/1999	3/14/1999	ITA	Clay			25	5790
2009	itf-south-/-central-africa-18&u-juniors-circuit---namibia_itf_juniors0	7/27/2009	7/31/2009	NAM	Hard			0	5791
2005	morocco-f5-futures_itf_procircuit0	5/30/2005	6/5/2005	MAR	Clay			25	5792
1993	usa-6-masters_itf_procircuit0	10/15/1993	11/14/1993	USA	Hard			25	5793
2009	itf-south-/-central-africa-18&u-juniors-circuit---namibia_itf_juniors1	7/27/2009	7/31/2009	NAM	Hard			0	5794
1993	usa-6-masters_itf_procircuit1	10/15/1993	11/14/1993	USA	Hard			25	5795
1993	usa-6-masters_itf_procircuit2	10/15/1993	11/14/1993	USA	Hard			25	5796
2005	poland-f3-futures_itf_procircuit0	5/30/2005	6/5/2005	POL	Clay			25	5797
1999	cuba/mexico-masters_itf_procircuit3	2/20/1999	3/21/1999	MEX	Clay			25	5798
1999	cuba/mexico-masters_itf_procircuit0	2/20/1999	3/21/1999	MEX	Clay			25	5799
1993	usa-6-masters_itf_procircuit3	10/15/1993	11/14/1993	USA	Hard			25	5800
1999	cuba/mexico-masters_itf_procircuit1	2/20/1999	3/21/1999	MEX	Clay			25	5801
1999	cuba/mexico-masters_itf_procircuit2	2/20/1999	3/21/1999	MEX	Clay			25	5802
1994	spain-6-masters_itf_procircuit0	7/8/1994	8/7/1994	ESP	Clay			25	5803
1993	czech-republic-masters_itf_procircuit2	10/18/1993	11/13/1993	CZE	Carpet			25	5804
1994	spain-6-masters_itf_procircuit1	7/8/1994	8/7/1994	ESP	Clay			25	5805
2008	morocco-f7-futures_itf_procircuit0	10/13/2008	10/19/2008	MAR	Clay			25	5806
2005	romania-f5-futures_itf_procircuit0	5/30/2005	6/5/2005	ROU	Clay			25	5807
2001	egypt-f2-futures_itf_procircuit0	8/13/2001	8/19/2001	EGY	Clay			25	5808
1993	czech-republic-masters_itf_procircuit3	10/18/1993	11/13/1993	CZE	Carpet			25	5809
2001	lithuania-f1-futures_itf_procircuit0	8/13/2001	8/19/2001	LTU	Clay			25	5810
1993	italy-4-masters_itf_procircuit0	10/9/1993	11/9/1993	ITA	Clay			25	5811
1993	italy-4-masters_itf_procircuit1	10/9/1993	11/9/1993	ITA	Clay			25	5812
1993	italy-4-masters_itf_procircuit2	10/9/1993	11/9/1993	ITA	Clay			25	5813
2016	newport	7/11/2016	7/17/2016	USA	Grass	515025	$	250	5814
1993	italy-4-masters_itf_procircuit3	10/9/1993	11/9/1993	ITA	Clay			25	5815
2005	slovenia-f1-futures_itf_procircuit0	5/30/2005	6/5/2005	SLO	Clay			25	5816
1994	egypt-2-masters_itf_procircuit0	7/9/1994	8/7/1994	EGY	Clay			25	5817
2005	spain-f10-futures_itf_procircuit0	5/30/2005	6/5/2005	ESP	Clay			25	5818
2001	luxembourg-f2-futures_itf_procircuit0	8/13/2001	8/19/2001	LUX	Clay			25	5819
2014	argentina-f14-futures_itf_procircuit0	8/18/2014	8/24/2014	ARG	Clay			25	5820
2005	tunisia-f1-futures_itf_procircuit0	5/30/2005	6/5/2005	TUN	Clay			25	5821
1990	ilheus_challenger	4/16/1990	4/22/1990	Brazil	Hard	75000	$	100	5822
2014	austria-f8-futures_itf_procircuit0	8/18/2014	8/24/2014	AUT	Clay			25	5823
1990	durban_challenger	4/16/1990	4/22/1990	South Africa	Hard	50000	$	100	5824
1989	furth_challenger	7/17/1989	7/23/1989	Germany	Clay	25000	$	100	5825
1990	nagoya_challenger	4/23/1990	4/29/1990	Japan	Hard	50000	$	100	5826
1989	santos_challenger	7/17/1989	7/23/1989	Brazil	Hard	25000	$	100	5827
2012	widjojo-soejono-mnc-group-2012_itf_juniors0	10/9/2012	10/14/2012	INA	Hard			0	5828
2016	newport-beach-bowl_itf_juniors1	3/21/2016	3/26/2016	USA	Hard			0	5829
2012	widjojo-soejono-mnc-group-2012_itf_juniors1	10/9/2012	10/14/2012	INA	Hard			0	5830
2012	waikato-18-&-under-championships_itf_juniors0	10/9/2012	10/14/2012	NZL	Hard			0	5831
2016	30º-international-pascuas-bowl_itf_juniors0	3/21/2016	3/26/2016	PAR	Clay			0	5832
2012	waikato-18-&-under-championships_itf_juniors1	10/9/2012	10/14/2012	NZL	Hard			0	5833
2016	30º-international-pascuas-bowl_itf_juniors1	3/21/2016	3/26/2016	PAR	Clay			0	5834
2012	rio-de-la-plata-cup_itf_juniors0	10/9/2012	10/14/2012	ARG	Clay			0	5835
2012	rio-de-la-plata-cup_itf_juniors1	10/9/2012	10/14/2012	ARG	Clay			0	5836
2016	sudamericano-individual-gb1-2016_itf_juniors0	3/21/2016	3/26/2016	ARG	Clay			0	5837
2012	latvian-open_itf_juniors0	10/10/2012	10/14/2012	LAT	Hard			0	5838
2016	sudamericano-individual-gb1-2016_itf_juniors1	3/21/2016	3/26/2016	ARG	Clay			0	5839
2012	latvian-open_itf_juniors1	10/10/2012	10/14/2012	LAT	Hard			0	5840
1993	chile-2-masters_itf_procircuit1	10/9/1993	11/6/1993	CHI	Clay			25	5841
2017	bar-open-2017_itf_juniors0	10/2/2017	10/6/2017	MNE	Clay			0	5842
2012	sas-junior-itf-1_itf_juniors0	10/15/2012	10/19/2012	RSA	Hard			0	5843
2012	sas-junior-itf-1_itf_juniors1	10/15/2012	10/19/2012	RSA	Hard			0	5844
2017	bar-open-2017_itf_juniors1	10/2/2017	10/6/2017	MNE	Clay			0	5845
2012	itf/cat-international-junior-championship_itf_juniors0	10/15/2012	10/19/2012	EGY	Clay			0	5846
2012	lee-duk-hee-cup-chuncheon-international-junior-tennis-championships_itf_juniors1	10/30/2012	11/4/2012	KOR	Hard			0	5847
2012	20th-sarawak-chief-minister's-cup-(ii)_itf_juniors0	10/30/2012	11/4/2012	MAS	Hard			0	5848
2009	"jitic,-central-america-&-caribbean-closed_itf_juniors0"	7/27/2009	8/1/2009	DOM	Hard			0	5849
2012	20th-sarawak-chief-minister's-cup-(ii)_itf_juniors1	10/30/2012	11/4/2012	MAS	Hard			0	5850
2009	"jitic,-central-america-&-caribbean-closed_itf_juniors1"	7/27/2009	8/1/2009	DOM	Hard			0	5851
2012	federation-luxembourgeoise-de-tennis-junior-open_itf_juniors0	11/5/2012	11/9/2012	LUX	Hard			0	5852
2009	3rd-al-fatah-itf-junior-tournament_itf_juniors0	7/28/2009	8/1/2009	LBA	Hard			0	5853
2012	federation-luxembourgeoise-de-tennis-junior-open_itf_juniors1	11/5/2012	11/9/2012	LUX	Hard			0	5854
1999	spain-3-masters_itf_procircuit2	2/26/1999	3/28/1999	ESP	Clay			25	5855
2009	3rd-al-fatah-itf-junior-tournament_itf_juniors1	7/28/2009	8/1/2009	LBA	Hard			0	5856
1999	spain-3-masters_itf_procircuit3	2/26/1999	3/28/1999	ESP	Clay			25	5857
1999	spain-3-masters_itf_procircuit0	2/26/1999	3/28/1999	ESP	Clay			25	5858
1999	spain-3-masters_itf_procircuit1	2/26/1999	3/28/1999	ESP	Clay			25	5859
2009	itf-south-/-central-africa-18&u-juniors-circuit-2---namibia_itf_juniors0	8/2/2009	8/6/2009	NAM	Hard			0	5860
2001	great-britain-f7-futures_itf_procircuit0	8/14/2001	8/19/2001	GBR	Hard			25	5861
2012	switzerland-f1-futures_itf_procircuit0	3/12/2012	3/18/2012	SUI	Carpet			25	5862
2005	spain-f11-futures_itf_procircuit0	6/6/2005	6/12/2005	ESP	Hard			25	5863
1999	australia-1-masters_itf_procircuit2	2/28/1999	3/28/1999	AUS	Clay			25	5864
1999	australia-1-masters_itf_procircuit3	2/28/1999	3/28/1999	AUS	Clay			25	5865
1999	australia-1-masters_itf_procircuit0	2/28/1999	3/28/1999	AUS	Clay			25	5866
1993	canada-masters_itf_procircuit0	10/11/1993	11/30/1993	CAN	Carpet			25	5867
1993	canada-masters_itf_procircuit1	10/11/1993	11/30/1993	CAN	Carpet			25	5868
1993	canada-masters_itf_procircuit2	10/11/1993	11/30/1993	CAN	Carpet			25	5869
1993	canada-masters_itf_procircuit3	10/11/1993	11/30/1993	CAN	Carpet			25	5870
1999	australia-1-masters_itf_procircuit1	2/28/1999	3/28/1999	AUS	Clay			25	5871
2008	nigeria-f3-futures_itf_procircuit0	10/13/2008	10/19/2008	NGR	Hard			25	5872
2005	usa-f12-futures_itf_procircuit0	6/6/2005	6/12/2005	USA	Hard			25	5873
1999	egypt-1-masters_itf_procircuit3	3/1/1999	3/24/1999	EGY	Clay			25	5874
1993	chile-2-masters_itf_procircuit2	10/9/1993	11/6/1993	CHI	Clay			25	5875
1993	chile-2-masters_itf_procircuit3	10/9/1993	11/6/1993	CHI	Clay			25	5876
1993	chile-2-masters_itf_procircuit0	10/9/1993	11/6/1993	CHI	Clay			25	5877
1994	egypt-2-masters_itf_procircuit1	7/9/1994	8/7/1994	EGY	Clay			25	5878
1994	egypt-2-masters_itf_procircuit2	7/9/1994	8/7/1994	EGY	Clay			25	5879
1993	switzerland-masters_itf_procircuit0	10/23/1993	11/19/1993	SUI	Carpet			25	5880
1993	switzerland-masters_itf_procircuit1	10/23/1993	11/19/1993	SUI	Carpet			25	5881
1993	switzerland-masters_itf_procircuit2	10/23/1993	11/19/1993	SUI	Carpet			25	5882
1993	switzerland-masters_itf_procircuit3	10/23/1993	11/19/1993	SUI	Carpet			25	5883
1994	egypt-2-masters_itf_procircuit3	7/9/1994	8/7/1994	EGY	Clay			25	5884
2005	italy-f16-futures_itf_procircuit0	6/6/2005	6/12/2005	ITA	Clay			25	5885
2012	turkey-f10-futures_itf_procircuit0	3/12/2012	3/18/2012	TUR	Clay			25	5886
2005	poland-f4-futures_itf_procircuit0	6/6/2005	6/12/2005	POL	Clay			25	5887
2001	netherlands-f1-futures_itf_procircuit0	8/20/2001	8/26/2001	NED	Clay			25	5888
2005	romania-f6-futures_itf_procircuit0	6/6/2005	6/12/2005	ROU	Clay			25	5889
2014	belgium-f12-futures_itf_procircuit0	8/18/2014	8/24/2014	BEL	Clay			25	5890
2005	serbia-&-montenegro-f1-futures_itf_procircuit0	6/6/2005	6/12/2005	SCG	Clay			25	5891
2012	australia-f3-futures_itf_procircuit0	3/19/2012	3/25/2012	AUS	Clay			25	5892
2012	italy-f1-futures_itf_procircuit0	3/19/2012	3/25/2012	ITA	Hard			25	5893
1991	sao-paulo_challenger	2/11/1991	2/17/1991	Brazil	Clay	25000	$	100	5894
2012	russia-f7-futures_itf_procircuit0	3/19/2012	3/25/2012	RUS	Hard			25	5895
2014	croatia-f14-futures_itf_procircuit0	8/18/2014	8/24/2014	CRO	Clay			25	5896
1989	johannesburg_challenger	7/24/1989	7/30/1989	South Africa	Clay	50000	$	100	5897
2014	ecuador-f3-futures_itf_procircuit0	8/18/2014	8/24/2014	ECU	Clay			25	5898
1990	pretoria_challenger	4/23/1990	4/29/1990	South Africa	Hard	25000	$	100	5899
1991	americana_challenger	2/18/1991	2/24/1991	Brazil	Hard	25000	$	100	5900
1989	aptos_challenger	7/24/1989	7/30/1989	USA	Hard	25000	$	100	5901
1991	guadeloupe_challenger	2/25/1991	3/3/1991	Guadeloupe	Hard	75000	$	100	5902
2012	summit-planners-singapore-itf-junior-championships-2012_itf_juniors0	11/5/2012	11/10/2012	SIN	Hard			0	5903
2012	summit-planners-singapore-itf-junior-championships-2012_itf_juniors1	11/5/2012	11/10/2012	SIN	Hard			0	5904
2012	matan-gafniel-raanana-open_itf_juniors0	11/5/2012	11/10/2012	ISR	Hard			0	5905
2012	matan-gafniel-raanana-open_itf_juniors1	11/5/2012	11/10/2012	ISR	Hard			0	5906
2012	south-carolina-itf_itf_juniors1	11/5/2012	11/11/2012	USA	Hard			0	5907
1993	west-africa-masters_itf_procircuit3	10/23/1993	11/20/1993	CIV	Hard			25	5908
2012	itf-junior-saint-cyprien_itf_juniors0	11/5/2012	11/11/2012	FRA	Hard			0	5909
1993	west-africa-masters_itf_procircuit0	10/23/1993	11/20/1993	CIV	Hard			25	5910
2012	itf-junior-saint-cyprien_itf_juniors1	11/5/2012	11/11/2012	FRA	Hard			0	5911
1993	west-africa-masters_itf_procircuit1	10/23/1993	11/20/1993	CIV	Hard			25	5912
2012	patuju-junior-open_itf_juniors0	11/6/2012	11/10/2012	BOL	Clay			0	5913
2012	patuju-junior-open_itf_juniors1	11/6/2012	11/10/2012	BOL	Clay			0	5914
1993	west-africa-masters_itf_procircuit2	10/23/1993	11/20/1993	CIV	Hard			25	5915
2012	2012-seogwipo-asian/oceania-closed-international-junior-tennis-championships_itf_juniors0	11/6/2012	11/11/2012	KOR	Hard			0	5916
2012	2012-seogwipo-asian/oceania-closed-international-junior-tennis-championships_itf_juniors1	11/6/2012	11/11/2012	KOR	Hard			0	5917
2012	ust-kamenogorsk-itf-juniors-g5_itf_juniors0	11/12/2012	11/17/2012	KAZ	Carpet			0	5918
2012	ust-kamenogorsk-itf-juniors-g5_itf_juniors1	11/12/2012	11/17/2012	KAZ	Carpet			0	5919
2012	rajshahi-international-junior-tennis-championships-2012_itf_juniors0	11/12/2012	11/17/2012	BAN	Hard			0	5920
2012	rajshahi-international-junior-tennis-championships-2012_itf_juniors1	11/12/2012	11/17/2012	BAN	Hard			0	5921
1993	australia-3-masters_itf_procircuit0	10/31/1993	11/28/1993	AUS	Hard			25	5922
2012	peru-junior-open_itf_juniors0	11/12/2012	11/17/2012	PER	Clay			0	5923
1993	australia-3-masters_itf_procircuit1	10/31/1993	11/28/1993	AUS	Hard			25	5924
2012	peru-junior-open_itf_juniors1	11/12/2012	11/17/2012	PER	Clay			0	5925
1993	australia-3-masters_itf_procircuit2	10/31/1993	11/28/1993	AUS	Hard			25	5926
2012	green-cup_itf_juniors0	11/12/2012	11/17/2012	RUS	Hard			0	5927
2012	green-cup_itf_juniors1	11/12/2012	11/17/2012	RUS	Hard			0	5928
2012	messika-open-2012_itf_juniors0	11/12/2012	11/17/2012	ISR	Hard			0	5929
1993	thailand/bangladesh-masters_itf_procircuit3	10/30/1993	11/28/1993	BAN	Hard			25	5930
1993	thailand/bangladesh-masters_itf_procircuit0	10/30/1993	11/28/1993	BAN	Hard			25	5931
1993	thailand/bangladesh-masters_itf_procircuit1	10/30/1993	11/28/1993	BAN	Hard			25	5932
1993	thailand/bangladesh-masters_itf_procircuit2	10/30/1993	11/28/1993	BAN	Hard			25	5933
1999	egypt-1-masters_itf_procircuit1	3/1/1999	3/24/1999	EGY	Clay			25	5934
1999	egypt-1-masters_itf_procircuit2	3/1/1999	3/24/1999	EGY	Clay			25	5935
1999	egypt-1-masters_itf_procircuit0	3/1/1999	3/24/1999	EGY	Clay			25	5936
2001	nigeria-f2-futures_itf_procircuit0	8/20/2001	8/26/2001	NGR	Hard			25	5937
1999	philippines-f1-futures_itf_procircuit0	3/1/1999	3/7/1999	PHI	Hard			25	5938
1993	australia-3-masters_itf_procircuit3	10/31/1993	11/28/1993	AUS	Hard			25	5939
2005	serbia-&-montenegro-f1-futures_itf_procircuit1	6/6/2005	6/12/2005	SCG	Clay			25	5940
2001	russia-f2-futures_itf_procircuit0	8/20/2001	8/26/2001	RUS	Clay			25	5941
1993	israel-2-masters_itf_procircuit2	11/6/1993	12/5/1993	ISR	Hard			25	5942
1993	israel-2-masters_itf_procircuit3	11/6/1993	12/5/1993	ISR	Hard			25	5943
2001	spain-f7-futures_itf_procircuit0	8/20/2001	8/26/2001	ESP	Clay			25	5944
2005	slovenia-f2-futures_itf_procircuit0	6/6/2005	6/12/2005	SLO	Clay			25	5945
2001	egypt-f3-futures_itf_procircuit0	8/20/2001	8/26/2001	EGY	Clay			25	5946
1993	israel-2-masters_itf_procircuit0	11/6/1993	12/5/1993	ISR	Hard			25	5947
1993	israel-2-masters_itf_procircuit1	11/6/1993	12/5/1993	ISR	Hard			25	5948
2005	romania-f7-futures_itf_procircuit0	6/13/2005	6/19/2005	ROU	Clay			25	5949
2001	poland-f1-futures_itf_procircuit0	8/20/2001	8/26/2001	POL	Clay			25	5950
1999	france-f2-futures_itf_procircuit0	3/22/1999	3/28/1999	FRA	Carpet			25	5951
2012	usa-f8-futures_itf_procircuit0	3/19/2012	3/25/2012	USA	Hard			25	5952
2005	serbia-&-montenegro-f2-futures_itf_procircuit0	6/13/2005	6/19/2005	SCG	Clay			25	5953
2005	slovenia-f3-futures_itf_procircuit0	6/13/2005	6/19/2005	SLO	Clay			25	5954
2014	finland-f3-futures_itf_procircuit0	8/18/2014	8/24/2014	FIN	Clay			25	5955
2012	argentina-f4-futures_itf_procircuit0	3/19/2012	3/25/2012	ARG	Clay			25	5956
2012	croatia-f4-futures_itf_procircuit0	3/19/2012	3/25/2012	CRO	Clay			25	5957
2014	germany-f13-futures_itf_procircuit0	8/18/2014	8/24/2014	Germany	Clay			25	5958
1988	nugra-santana_challenger	10/31/1988	11/6/1988	Indonesia	Hard	25000	$	100	5959
1989	campos_challenger	7/24/1989	7/30/1989	Brazil	Clay	25000	$	100	5960
1990	kuala-lumpur_challenger	5/7/1990	5/13/1990	Malaysia	Hard	50000	$	100	5961
1991	indian-wells_challenger	2/25/1991	3/3/1991	USA	Hard	50000	$	100	5962
1988	acapulco_challenger	11/7/1988	11/13/1988	Mexico	Clay	25000	$	100	5963
1989	durban_challenger	7/31/1989	8/6/1989	South Africa	Hard	25000	$	100	5964
2012	itf/cat-international-junior-championship_itf_juniors1	10/15/2012	10/19/2012	EGY	Clay			0	5965
2016	barbados-junior-international-2016_itf_juniors0	3/21/2016	3/26/2016	BAR	Hard			0	5966
2012	4th-zain-bahrain-itf-juniors-championships_itf_juniors0	10/15/2012	10/20/2012	BRN	Hard			0	5967
1988	helsinki_challenger	11/7/1988	11/13/1988	Finland	Carpet	25000	$	100	5968
2012	4th-zain-bahrain-itf-juniors-championships_itf_juniors1	10/15/2012	10/20/2012	BRN	Hard			0	5969
2016	barbados-junior-international-2016_itf_juniors1	3/21/2016	3/26/2016	BAR	Hard			0	5970
1999	italy-f2-futures_itf_procircuit0	3/22/1999	3/28/1999	ITA	Clay			25	5971
2012	ace-tennis-u18-itf-canadian-world-ranking-event-2_itf_juniors0	10/15/2012	10/20/2012	CAN	Hard			0	5972
2016	x-itf-junior-grip2-tennis-academy-vinaros_itf_juniors0	3/22/2016	3/26/2016	ESP	Clay			0	5973
1993	uruguay/paraguay-masters_itf_procircuit2	11/6/1993	12/5/1993	PAR	Clay			25	5974
2012	ace-tennis-u18-itf-canadian-world-ranking-event-2_itf_juniors1	10/15/2012	10/20/2012	CAN	Hard			0	5975
2005	spain-f12-futures_itf_procircuit0	6/13/2005	6/19/2005	ESP	Hard			25	5976
2016	x-itf-junior-grip2-tennis-academy-vinaros_itf_juniors1	3/22/2016	3/26/2016	ESP	Clay			0	5977
1999	japan-f2-futures_itf_procircuit0	3/24/1999	3/28/1999	JPN	Carpet			25	5978
2012	|tf-junior-circuit---colombo-week-2_itf_juniors0	10/15/2012	10/21/2012	SRI	Clay			0	5979
2016	china-junior-5-chengdu_itf_juniors0	3/22/2016	3/27/2016	CHN	Hard			0	5980
2012	israel-f6-futures_itf_procircuit0	3/26/2012	4/1/2012	ISR	Hard			25	5981
2012	|tf-junior-circuit---colombo-week-2_itf_juniors1	10/15/2012	10/21/2012	SRI	Clay			0	5982
2005	tunisia-f3-futures_itf_procircuit0	6/13/2005	6/19/2005	TUN	Clay			25	5983
1993	uruguay/paraguay-masters_itf_procircuit3	11/6/1993	12/5/1993	PAR	Clay			25	5984
2012	copa-guga-kuerten_itf_juniors0	10/15/2012	10/21/2012	BRA	Clay			0	5985
1993	uruguay/paraguay-masters_itf_procircuit0	11/6/1993	12/5/1993	PAR	Clay			25	5986
1993	uruguay/paraguay-masters_itf_procircuit1	11/6/1993	12/5/1993	PAR	Clay			25	5987
2008	austria-f8-futures_itf_procircuit0	8/25/2008	8/31/2008	AUT	Clay			25	5988
2005	turkey-f2-futures_itf_procircuit0	6/13/2005	6/19/2005	TUR	Hard			25	5989
2014	iran-f8-futures_itf_procircuit0	8/18/2014	8/24/2014	IRI	Clay			25	5990
2005	france-f9-futures_itf_procircuit0	6/20/2005	6/26/2005	FRA	Clay			25	5991
1993	japan-masters_itf_procircuit0	11/8/1993	12/5/1993	JPN	Hard			25	5992
2012	italy-f2-futures_itf_procircuit0	3/26/2012	4/1/2012	ITA	Hard			25	5993
2005	netherlands-f1-futures_itf_procircuit0	6/20/2005	6/26/2005	NED	Clay			25	5994
2005	spain-f13-futures_itf_procircuit0	6/20/2005	6/26/2005	ESP	Hard			25	5995
2005	usa-f14-futures_itf_procircuit0	6/20/2005	6/26/2005	USA	Hard			25	5996
2012	japan-f3-futures_itf_procircuit0	3/26/2012	4/1/2012	JPN	Hard			25	5997
1994	argentina-2-masters_itf_procircuit0	7/16/1994	8/14/1994	ARG	Clay			25	5998
1994	argentina-2-masters_itf_procircuit1	7/16/1994	8/14/1994	ARG	Clay			25	5999
1994	argentina-2-masters_itf_procircuit2	7/16/1994	8/14/1994	ARG	Clay			25	6000
2005	finland-f2-futures_itf_procircuit0	6/20/2005	6/26/2005	FIN	Clay			25	6001
2008	26-head-cup-bruchkoebeler_itf_juniors0	7/1/2008	7/6/2008	Germany	Clay			0	6002
2012	kazakhstan-f1-futures_itf_procircuit0	3/26/2012	4/1/2012	KAZ	Hard			25	6003
2014	korea-f11-futures_itf_procircuit0	8/18/2014	8/24/2014	KOR	Clay			25	6004
2012	switzerland-f3-futures_itf_procircuit0	3/26/2012	4/1/2012	SUI	Carpet			25	6005
2012	turkey-f12-futures_itf_procircuit0	3/26/2012	4/1/2012	TUR	Hard			25	6006
2012	turkey-f13-futures_itf_procircuit0	4/2/2012	4/8/2012	TUR	Hard			25	6007
1991	santiago_challenger	3/11/1991	3/24/1991	Chile	Clay	25000	$	100	6008
2015	newport	7/13/2015	7/19/2015	USA	Grass	488225	$	250	6009
2015	bogota	7/20/2015	7/26/2015	Colombia	Hard	683515	$	250	6010
2015	bastad	7/20/2015	7/26/2015	Sweden	Clay	439405	€	250	6011
2015	umag	7/20/2015	7/26/2015	Croatia	Clay	439405	€	250	6012
2015	hamburg	7/27/2015	8/2/2015	Germany	Clay	1285955	€	500	6013
2015	atlanta	7/27/2015	8/2/2015	USA	Hard	585870	$	250	6014
2015	gstaad	7/27/2015	8/2/2015	Switzerland	Clay	439405	€	250	6015
2014	stockholm	10/13/2014	10/19/2014	Sweden	Hard	521405	€	250	6016
2014	vienna	10/13/2014	10/19/2014	Austria	Hard	521405	€	250	6017
2014	valencia	10/20/2014	10/26/2014	Spain	Hard	1615780	€	500	6018
2014	basel	10/20/2014	10/26/2014	Switzerland	Hard	1458610	€	500	6019
2014	paris	10/27/2014	11/2/2014	France	Hard	2884675	€	1000	6020
2014	mexico-f9-futures_itf_procircuit0	8/18/2014	8/24/2014	MEX	Hard			25	6021
